-0.21609,-0.086315,102.4,4.56
-0.58398,0.023533,100.03,10.24
-0.12872,-0.033206,101.82,4.2
-0.039872,-0.0066807,100.78,5.76
-0.083516,0.0275,104.51,4.44
-0.35832,0.019308,90.819,12.12
-0.10731,0.22687,93.888,26
-0.090486,-0.18583,96.493,5.8
-0.71183,-0.0030258,96.709,7.68
-0.27228,0.05095,99.414,2.8
-0.44211,0.1549,99.454,4
-0.33469,0.096924,102.71,17.8
-1.0437,0.019801,96.27,7.44
-0.74853,0.11799,100.38,10.24
-1.3197,0.025542,96.824,16.28
-0.42441,0.084637,96.281,7.72
-0.35452,0.29027,94.202,3.16
-0.19862,0.096504,88.231,11.04
-0.37831,0.1028,88.605,11.88
-0.6104,0.015263,90.406,21.04
-0.025788,0.32287,99.802,13.68
-0.89446,-0.014754,97.196,17.04
-1.0443,0.0020173,99.267,25.92
