-0.51781,0.35327,90.598,56.56
-3.054,0.050317,92.163,56.56
-0.14065,0.44023,94.474,56.44
-3.4996,0.039793,90.863,56.44
-4.3787,0.049559,89.214,56.4
-0.51903,0.48906,90.444,56.4
0.94322,0.15793,85.61,3.32
-3.8592,0.17133,94.53,3.32
1.2996,0.0057094,88.682,2.76
-4.3591,-0.01853,94.597,2.76
1.0755,-0.047691,88.382,2.72
-4.5015,0.089529,94.58,2.72
-4.6099,0.058182,95.329,6.12
1.4762,0.03712,90.672,6.12
-3.3449,0.022552,96.565,10.2
0.78848,0.030814,88.805,10.2
0.96456,-0.016158,88.765,3.56
-4.1338,0.10827,93.722,3.56
1.3566,0.020069,89.569,2.44
-3.2279,0.20996,96.438,2.44
0.68512,0.19836,88.766,4
-2.8846,0.026713,98.786,4
0.47169,-0.65265,95.81,56.44
-3.9893,0.014994,96.67,56.44
-0.76398,0.0059594,93.099,34.28
-2.3152,0.078409,93.423,34.28
-0.63537,0.021469,92.272,11.32
-2.3105,0.0084077,95.67,11.32
-1.1375,0.10357,90.497,3.32
-2.7573,0.027397,97.534,3.32
-2.8394,-0.0037874,94.925,3.36
-1.1437,-0.039567,89.48,3.36
-1.2302,0.0017436,88.629,25.48
-2.3408,0.040544,99.374,25.48
-0.98471,0.024512,87.615,3.72
-2.5174,0.055039,96.312,3.72
-2.1651,-0.012765,96.553,3.8
-1.1028,0.066625,87.356,3.8
-2.8575,0.0095576,94.572,21.12
-0.94506,0.0031532,86.842,21.12
-0.83359,0.0085042,88.013,54.28
-0.80669,0.067075,87.863,54.28
-0.79666,0.073836,88.827,14.68
-0.93997,0.0041492,87.993,14.68
-0.45569,0.17573,89.438,14.56
-0.84345,0.025403,87.537,14.56
-0.89943,0.01548,87.054,11.16
-0.64338,0.16845,88.992,11.16
-0.99962,0.011313,87.185,56.2
-0.68561,0.044877,88.721,56.2
-1.0107,0.078995,83.707,6.44
-1.2095,0.28996,92.988,6.44
-0.72757,0.2586,93.902,2.64
1.0342,-0.39976,91.852,2.64
-0.2129,-0.34374,92.682,3.44
0.43956,-0.045028,80.68,3.44
0.22334,-0.9837,102.33,29.76
0.44674,0.13139,95.123,29.76
0.85154,0.22653,94.784,2.16
-0.44471,0.74557,119.61,2.16
0.84366,0.057019,95.88,56.84
0.36101,0.017352,100.83,56.84
-0.16996,1.3862,109.9,5.36
0.87088,0.053464,96.41,5.36
-0.91027,0.71618,99.38,2.8
1.1088,0.44899,84.412,2.8
0.80363,0.51762,98.396,2.96
-0.16046,0.628,81.705,2.96
-0.087994,-0.68937,85.091,56.68
-6.9621,0.036151,101.73,56.68
1.2149,0.0032716,81.477,21.88
-6.3194,0.016726,96.213,21.88
0.74386,-0.044673,80.477,56.68
-6.5626,0.030583,99.829,56.68
-0.0007997,0.057157,81.158,56.76
-6.6492,0.037935,101.81,56.76
-0.64281,0.061962,79.881,56.64
-6.3244,0.030436,104.37,56.64
-5.87,0.052241,106.15,4.96
0.68448,-0.056476,82.303,4.96
-5.2307,0.020649,105.84,56.76
-4.0683,0.015914,84.52,56.76
-5.9689,0.025776,103.94,56.76
-3.6099,-1.773e-05,86.217,56.76
-5.2453,0.017119,108.76,56.8
-3.3951,0.0017145,83.511,56.8
-5.1529,0.0037598,107.32,56.72
-3.2077,0.0038367,81.85,56.72
-5.2092,0.019901,108.81,56.44
-4.6672,0.01003,81.365,56.44
-4.0755,0.069358,111.66,56.68
2.5531,0.006162,82.643,56.68
2.3815,0.011416,82.598,57.24
-5.1136,0.01101,111.03,57.24
2.229,0.025543,82.696,56.44
-4.6298,0.052203,108.59,56.44
3.7103,0.017586,80.649,21.64
-4.8246,0.020195,106.03,21.64
-4.2996,0.037165,103.98,4.88
1.9268,0.02007,83.217,4.88
-4.611,0.075937,99.375,3.28
1.2876,-0.09453,81.516,3.28
-3.714,0.043784,99.269,17.6
1.2457,0.0194,80.549,17.6
-4.0442,0.18619,102.56,3.36
1.2389,0.054266,80.73,3.36
-3.7147,-0.013385,98.639,4
1.1759,0.46039,83.175,4
-4.0829,0.047804,102.16,14
0.63944,0.013462,79.886,14
-0.19691,-0.36863,86.586,56.76
-4.5219,0.017531,103.42,56.76
0.73317,-0.019785,80.725,4.24
-4.6357,0.065195,100.41,4.24
-4.3341,0.079387,100.61,5.28
0.67695,-0.058623,80.528,5.28
-3.3321,0.060384,102.9,57.32
0.8761,-0.15308,83.208,57.32
-4.3522,0.042328,101.52,56.72
0.63283,0.022709,81.355,56.72
-1.4939,0.22225,93.813,2.6
1.48,-0.044269,82.86,2.6
0.99781,-0.031297,81.46,13.32
-1.1174,0.019315,95.711,13.32
-1.4156,0.0083109,95.453,4.88
0.55349,-0.47902,84.532,4.88
0.63832,0.42287,84.739,4.68
-1.4415,-0.0026413,94.943,4.68
-1.5526,0.0027039,94.226,14.96
0.54515,0.019858,79.384,14.96
-1.3039,0.01546,95.61,5
0.67038,-0.17765,83.538,5
-1.1994,0.17488,95.178,2.84
0.41075,-0.19991,79.215,2.84
-0.48801,-0.34113,92.063,2.96
0.26139,-0.081743,77.138,2.96
-1.3455,-0.02839,97.3,2.96
0.63423,-0.15855,82.973,2.96
0.59543,-0.13379,81.933,6.28
-0.82596,-0.035452,97.215,6.28
-0.78117,-0.064112,90.164,2.88
0.37192,-0.25228,78.015,2.88
-0.23798,-0.12807,98.94,3
0.46068,0.50924,83.526,3
-1.9269,0.0046014,96.278,9.92
0.97358,-0.13056,81.117,9.92
-1.6374,0.02649,96.133,3.88
0.90653,-0.10815,79.983,3.88
1.0012,0.12722,80.731,8.24
-1.6832,0.010465,97.738,8.24
-2.1153,-0.0074779,96.111,5.2
0.71302,-0.025378,79.325,5.2
1.9783,0.017469,95.315,19.16
0.52545,0.075965,80.826,19.16
