1.8295,0.0020607,81.344,65.8
1.8664,0.0035926,83.534,62.24
1.7748,0.013883,82.277,61.76
2.5367,0.0045669,79.089,62.12
1.4753,0.008084,81.139,62.28
2.8265,0.011932,83.636,62.76
2.2832,0.0068177,80.209,67.12
1.2262,0.042827,81.679,59.52
2.3922,0.011436,83.658,61.4
1.2092,0.0096266,80.028,62.8
1.3553,0.00091104,79.519,61.92
2.2192,0.008318,81.967,62.4
2.5781,0.0036898,82.17,90
1.1865,0.0073415,79.591,62.04
1.7508,-0.012478,81.589,62.08
0.94688,0.043179,78.391,62.04
1.0747,0.082983,80.861,61.96
1.125,0.021265,79.434,61.72
1.151,0.00991,79.053,60.88
1.7749,0.00062815,82.447,63
1.2194,-0.031744,83.367,62.88
0.48673,0.088534,83.093,62.32
1.738,0.026145,84.937,62.56
1.0404,0.056889,84.878,62.36
-0.32539,-0.14618,82.279,48.16
-0.6285,-0.13557,79.064,44
-0.22063,0.069807,94.428,46.92
-0.32818,-0.088024,88.475,44.48
-1.4954,0.13265,95.313,44.76
-1.3023,0.054812,88.561,45.8

